NOM_COLLECTIVITE,ID_COLLECTIVITE,DELIB_DATE,DELIB_NUM,DELIB_OBJET,DIRECTION_EMETTRICE,DELEGATION_EMETTRICE
Marseille,21130055301105,2019-04-01,19/0209/UAGP,SERVICE DE L'ACTION FONCIÈRE - 10ème arrondissement - Saint Tronc - rue François Mauriac / traverse de la Pintade - Transfert de gestion à titre gratuit consenti au Conseil Départemental des Bouches-du-Rhône pour la réalisation d'un parcours de santé et d'une aire de jeu.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301106,2019-04-01,19/0208/UAGP,SERVICE DE L'ACTION FONCIERE - 8ème arrondissement - Périer - 28 avenue Ferdinand Flotte - Cession d'un tènement foncier au profit de Madame Karine GAYMARD.,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301107,2019-04-01,19/0207/UAGP,SERVICE DE L'ACTION FONCIERE - 9ème arrondissement - PRU Soude Hauts de Mazargues - Cession onéreuse à la Métropole Aix-Marseille Provence d'emprises foncières nécessaires à des aménagements de voirie. ,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301108,2019-04-01,19/0206/UAGP,SERVICE DE L'ACTION FONCIERE - 15ème arrondissement - Le Plan d'Aou - Cession à l'euro symbolique au profit de la Métropole Aix-Marseille Provence d'emprises foncières à usages d'espaces publics dans le cadre du projet de rénovation urbaine Plan d'Aou - Saint Antoine - La Viste. ,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301109,2019-04-01,19/0205/UAGP,"SERVICE DE L'ACTION FONCIERE - 2ème arrondissement - Hôtel de Ville - Local commercial lots 1 et 2 de l'immeuble 68, rue Caisserie - Cession au profit de la société MJ BISCUITS représentée par Monsieur Joseph ORSONI.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301110,2019-04-01,19/0204/UAGP,"SERVICE DE L'ACTION FONCIÈRE - 6ème arrondissement - Préfecture -Acquisition auprès de l'Association Familiale Protestante Guillaume FAREL d'une parcelle bâtie au 14, rue Albert Chabanon / 15, rue Bel Air en vue de l'extension du groupe scolaire « école Chabanon » - Approbation de l'affectation de l'autorisation de programme.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301111,2019-04-01,19/0203/UAGP,"SERVICE DE L' ACTION FONCIÈRE - 1er arrondissement - Belsunce - Lot 3 de l'immeuble sis 52, rue du Petit Saint Jean - Acquisition de quotes-parts du lot de copropriété auprès de Monsieur Victor RIPERT.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301112,2019-04-01,19/0202/UAGP,SERVICE DE LA GESTION IMMOBILIÈRE ET PATRIMONIALE - Accord sur le projet de contrat de fortage tripartite sous conditions suspensives au profit de la société CBBP lui permettant l'extension de la carrière de Sainte-Marthe sur une partie de parcelle communale sise chemin des Bessons - 14ème arrondissement. ,DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301113,2019-04-01,19/0201/UAGP,ZAC de la Capelette - 10ème arrondissement - Approbation de la modification du programme des équipements publics et des modalités de financement - Approbation de l'affectation de l'autorisation de programme.,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301114,2019-04-01,19/0200/UAGP,SERVICE COMMERCE - Participation de la Ville de Marseille au Marché International Professionnel de l'Immobilier de Commerce (MAPIC) à Cannes du 13 au 15 novembre 2019 - Autorisation d'une délégation au MAPIC - Frais réels.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301115,2019-04-01,19/0199/UAGP,SERVICE COMMERCE - Participation de la Ville de Marseille au Marché International Professionnel de l'Immobilier de Commerce Italy (MAPIC Italy) à Milan du 8 au 9 mai 2019 - Autorisation d'une délégation au MAPIC Italy - Frais réels.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301116,2019-04-01,19/0198/UAGP,"SERVICE COMMERCE - Participation de la Ville de Marseille au Salon de l'Immobilier et des Équipements Commerciaux (SIEC) à Paris Porte de Versailles, du 5 au 6 juin 2019 - Autorisation d'une délégation au SIEC - Frais réels.",DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301117,2019-04-01,19/0197/UAGP,SERVICE COMMERCE - Attribution d'une subvention à l'Association la République des commerçants - 2ème arrondissement - pour la réalisation des illuminations de la rue de la République lors des fêtes de fin d'année 2019 - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301118,2019-04-01,19/0196/UAGP,SERVICE COMMERCE - Attribution d'une subvention à l'association Commerces Positifs pour la réalisation de son programme d'animations 2019 - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301119,2019-04-01,19/0195/UAGP,SERVICE COMMERCE - Attribution d'une subvention à l'association Marseille Centre - 1er arrondissement - Fédération des associations de commerçants du centre-ville de Marseille pour la réalisation de son programme d'animations dans le centre-ville en 2019 - Approbation d'une convention. ,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301120,2019-04-01,19/0194/UAGP,SERVICE DE L'AMENAGEMENT ET DE L'ESPACE URBAIN - Aide au ravalement de façades - Attribution de subventions aux propriétaires privés dans le cadre des injonctions de ravalement de façades - Financement.,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301121,2019-04-01,19/0193/UAGP,"Immeuble dit « Salengro II » - Réfection des installations de production thermique - 40, avenue Roger Salengro - 3ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et aux travaux.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301122,2019-04-01,19/0192/UAGP,"Immeuble « Fauchier » -  Mise aux normes et modernisation des systèmes techniques et réaménagement  des locaux - 38/40, rue Fauchier - 2ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux.",DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301123,2019-04-01,19/0191/UAGP,Centre Urbain du Merlan -  Mise aux normes des équipements techniques - Avenue Raimu - 14ème arrondissement - Approbation de l'augmentation de l'affectation de l'autorisation de programme relative aux études et travaux.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301124,2019-04-01,19/0190/UAGP,"Approbation de l'avenant n°2 à la convention de maîtrise d'ouvrage unique et de financement pour la réalisation du parc Bougainville passée entre la Ville de Marseille, la Métropole Aix-Marseille Provence et l'Etablissement Public d'Aménagement Euroméditerranée - Approbation de l'augmentation de l'affectation de l'autorisation de programme.",DIRECTION DE LA STRATEGIE FONCIERE ET DU PATRIMOINE,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE"
Marseille,21130055301125,2019-04-01,19/0189/UAGP,DIRECTION DES RESSOURCES PARTAGEES - Approbation du protocole cadre de partenariat n°V pour l'extension d'Euromediterranée et du contrat de partenariat pluriannuel d'aménagement pour la phase 1 bis (2019-2030) - Approbation de l'affectation de l'autorisation de programme.,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301126,2019-04-01,19/0188/UAGP,Remise des ouvrages en Zone d'Aménagement Concerté - ZAC Saint-Charles/ Porte d'Aix- Desserte des ilôts Ozanam/Ferry - Remboursement de la TVA à l'EPAEM - Approbation de l'affectation de l'autorisation de programme,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301127,2019-04-01,19/0187/UAGP,DIRECTION DES RESSOURCES PARTAGEES - Approbation de l'avenant n°9 à la convention constitutive du Groupement d'Intérêt Public Marseille Rénovation Urbaine.,"DIRECTION GENERALE ADJOINTE DE L'URBANISME, DU FONCIER ET DU PATRIMOINE",
Marseille,21130055301128,2019-04-01,19/0186/EFAG,"SERVICE DEVELOPPEMENT TERRITORIAL - DIVISION VIE ETUDIANTE - Attribution d'une subvention à l'Association de la Fondation Etudiante pour la Ville (AFEV), au titre du dispositif ""TANDEM"", pour l'année Universitaire 2018/2019 - Approbation d'une convention.",DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301129,2019-04-01,19/0185/EFAG,"SERVICE DEVELOPPEMENT TERRITORIAL - DIVISION VIE ETUDIANTE - Attribution d'une subvention à l'Ecole Centrale Marseille, pour le dispositif ""Egalité des chances pour les élèves du secondaire dans les quartiers prioritaires"" au titre de l'année universitaire 2018-2019.",DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301130,2019-04-01,19/0184/EFAG,Mobilité internationale des jeunes - Attribution de subventions à quatre associations.,DIRECTION GENERALE ADJOINTE DE L'ATTRACTIVITE ET DE LA PROMOTION DE MARSEILLE,
Marseille,21130055301131,2019-04-01,19/0183/EFAG,Remboursement des frais occasionnés par l'enlèvement d'une pierre tombale.,DIRECTION DES OPERATIONS FUNERAIRES,
Marseille,21130055301132,2019-04-01,19/0182/EFAG,"Mise en sécurité, rénovation de la nef centrale et du chœur de l'église Saint Charles - 64, rue Grignan - 1er arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301133,2019-04-01,19/0181/EFAG,"Mise en sécurité et ravalement des façades de l'église Saint Eugène - 1, rue des Pêcheurs - 7ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux études et travaux - Financement.",DIRECTION TERRITORIALE DES BATIMENTS SUD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301134,2019-04-01,19/0180/EFAG,Eglise Saint-Laurent - Chapelle Sainte-Catherine - Travaux de remise en état et de réaménagement intérieur de la chapelle Sainte-Catherine - Esplanade de la Tourette - 2ème arrondissement - Approbation de l'affectation de l'autorisation de programme relative aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301135,2019-04-01,19/0179/EFAG,Eglise Sainte Marthe - Reprise des désordres et confortement - Rue du Plateau de l'Eglise - 14ème arrondissement - Approbation de l'affection de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301136,2019-04-01,19/0178/EFAG,Eglise Saint Jérôme - Réfection de la toiture - Place Pélabon - 13ème arrondissement - Approbation de l'affection de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301137,2019-04-01,19/0177/EFAG,Eglise Sainte Marie Madeleine des Chartreux - Mise en sécurité des éléments de toiture et mise aux normes électriques - Place Edmond Audran - 4ème arrondissement - Approbation de l'affection de l'autorisation de programme relative aux études et aux travaux - Financement.,DIRECTION TERRITORIALE DES BATIMENTS NORD,DIRECTION GENERALE ADJOINTE ARCHITECTURE ET VALORISATION DES EQUIPEMENTS
Marseille,21130055301138,2019-04-01,19/0176/EFAG,Rayonnement Économique - Attribution d'une subvention à l'association Marseille Innovation pour leur plan d'actions 2019 - Approbation d'une convention.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301139,2019-04-01,19/0175/EFAG,SERVICE RAYONNEMENT ECONOMIQUE -  Attribution d'une subvention à l'association Medinsoft pour son plan d'actions 2019 - Approbation d'une convention. ,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301140,2019-04-01,19/0174/EFAG,SERVICE RAYONNEMENT ECONOMIQUE - Attribution d'une subvention à l'association Entreprise 13 pour l'Emploi pour la réalisation d'un programme d'actions 2019 - Approbation d'une convention. ,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301141,2019-04-01,19/0173/EFAG,SERVICE RAYONNEMENT ECONOMIQUE - Participation de la Ville de Marseille au Marché International Professionnel du Film d'Animation (MIFA) à Annecy du 11 au 14 juin 2019.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301142,2019-04-01,19/0172/EFAG,SERVICE RAYONNEMENT ECONOMIQUE - Participation de la Ville de Marseille au Marché International Professionnel des contenus audiovisuels et des contenus numériques (MIPCOM) à Cannes du lundi 14 au jeudi 17 octobre 2019.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301143,2019-04-01,19/0171/EFAG,Exonération de la redevance d'occupation du domaine public - Marché forain Prado 1 pour le deuxième trimestre 2019.,DIRECTION DE L'ESPACE PUBLIC,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301144,2019-04-01,19/0170/EFAG,Création d'un marché forain des producteurs les mardis de 15h00 à 19h00 sur la place de la Joliette dans le 2ème arrondissement à compter du 16 avril 2019.,DIRECTION DE L'ESPACE PUBLIC,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301145,2019-04-01,19/0169/EFAG,SERVICE TOURISME ET CONGRES - Adhésion de la Ville de Marseille à la CLIA (Cruise Lines International Association).,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301146,2019-04-01,19/0168/EFAG,SERVICE TOURISME ET CONGRES - Installation d'un système automatique de comptage de flux piétons dans l'abbaye de Saint-Victor dans le 7ème arondissement - Affectation de l'autorisation de programme.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
Marseille,21130055301147,2019-04-01,19/0167/EFAG,Régularisation des recettes constatées au cours de l'exercie 2018.,DIRECTION DES ASSURANCES,DIRECTION GENERALE ADJOINTE DE L'ACTION JURIDIQUE
Marseille,21130055301148,2019-04-01,19/0166/EFAG,Garantie d'emprunt - Société CDC Habitat Social - Immochan - Acquisition en VEFA de 11 logements dans le 10ème arrondissement. ,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301149,2019-04-01,19/0165/EFAG,Garantie d'emprunt - Logirem - Domaine de Tarasque - Construction de 45 logements sociaux dans le 14ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301150,2019-04-01,19/0164/EFAG,Garantie d'emprunt - LOGIREM - Picon Mattei - Construction de 27 logements (13 PLUS et 14 PLAI) dans le 14ème arrondissement. ,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301151,2019-04-01,19/0163/EFAG,Garantie d'emprunt - Grand Delta Habitat - Boulevard des Dames - Acquisition de 17 logements dans le 2ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301152,2019-04-01,19/0162/EFAG,Garantie d'emprunt - GRAND DELTA HABITAT - CHEVALIER ROZE - Acquisition de 27 logements collectifs dans le 2ème arrondissement.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301153,2019-04-01,19/0161/EFAG,Garantie d'emprunt - Institut Paoli-Calmettes (IPC) - Acquisition du terrain - Sortie de bail emphytéotique.,DIRECTION DE LA DETTE,DIRECTION GENERALE ADJOINTE DES FINANCES ET DES MOYENS GENERAUX
Marseille,21130055301154,2019-04-01,19/0160/EFAG,SERVICE DEVELOPPEMENT TERRITORIAL - Attribution d'une subvention à la chambre de Commerce et d'Industrie Marseille Provence en soutien à la mise en oeuvre de la phase 2 de la démarche Smart Port - Approbation d'une convention cadre - Approbation d'une convention d'application.,DIRECTION DES PROJETS ECONOMIQUES,DIRECTION GENERALE ADJOINTE VILLE DURABLE ET EXPANSION
